track_id,enter_ts,exit_ts,dwell_seconds,enter_iso,exit_iso
869,1780327737.0179899,1780327741.9359732,4.92,2026-06-01T15:28:57+00:00,2026-06-01T15:29:01+00:00
872,1780327737.433983,1780327746.942707,9.51,2026-06-01T15:28:57+00:00,2026-06-01T15:29:06+00:00
875,1780327737.513636,1780327737.5422258,0.03,2026-06-01T15:28:57+00:00,2026-06-01T15:28:57+00:00
876,1780327737.570258,1780327757.447885,19.88,2026-06-01T15:28:57+00:00,2026-06-01T15:29:17+00:00
884,1780327737.781276,1780327742.011104,4.23,2026-06-01T15:28:57+00:00,2026-06-01T15:29:02+00:00
886,1780327737.909973,1780327752.583292,14.67,2026-06-01T15:28:57+00:00,2026-06-01T15:29:12+00:00
889,1780327741.910648,1780327757.535415,15.62,2026-06-01T15:29:01+00:00,2026-06-01T15:29:17+00:00
891,1780327742.035284,1780327742.13737,0.1,2026-06-01T15:29:02+00:00,2026-06-01T15:29:02+00:00
893,1780327742.085598,1780327742.294403,0.21,2026-06-01T15:29:02+00:00,2026-06-01T15:29:02+00:00
900,1780327742.3715358,1780327747.006469,4.63,2026-06-01T15:29:02+00:00,2026-06-01T15:29:07+00:00
906,1780327747.1292632,1780327752.321772,5.19,2026-06-01T15:29:07+00:00,2026-06-01T15:29:12+00:00
907,1780327747.4499369,1780327747.8887382,0.44,2026-06-01T15:29:07+00:00,2026-06-01T15:29:07+00:00
908,1780327747.5133572,1780327763.070472,15.56,2026-06-01T15:29:07+00:00,2026-06-01T15:29:23+00:00
911,1780327747.613002,1780327747.920723,0.31,2026-06-01T15:29:07+00:00,2026-06-01T15:29:07+00:00
910,1780327747.613002,1780327767.303383,19.69,2026-06-01T15:29:07+00:00,2026-06-01T15:29:27+00:00
913,1780327747.740554,1780327747.740554,0.0,2026-06-01T15:29:07+00:00,2026-06-01T15:29:07+00:00
914,1780327747.740554,1780327757.923198,10.18,2026-06-01T15:29:07+00:00,2026-06-01T15:29:17+00:00
911,1780327752.292463,1780327752.819388,0.53,2026-06-01T15:29:12+00:00,2026-06-01T15:29:12+00:00
913,1780327752.388011,1780327756.972239,4.58,2026-06-01T15:29:12+00:00,2026-06-01T15:29:16+00:00
916,1780327752.552307,1780327773.338073,20.79,2026-06-01T15:29:12+00:00,2026-06-01T15:29:33+00:00
919,1780327752.715723,1780327757.2846222,4.57,2026-06-01T15:29:12+00:00,2026-06-01T15:29:17+00:00
922,1780327752.887834,1780327757.21173,4.32,2026-06-01T15:29:12+00:00,2026-06-01T15:29:17+00:00
923,1780327756.972239,1780327757.4090629,0.44,2026-06-01T15:29:16+00:00,2026-06-01T15:29:17+00:00
924,1780327757.054454,1780327763.070472,6.02,2026-06-01T15:29:17+00:00,2026-06-01T15:29:23+00:00
925,1780327757.147291,1780327777.9942772,20.85,2026-06-01T15:29:17+00:00,2026-06-01T15:29:37+00:00
927,1780327757.2494211,1780327767.4623091,10.21,2026-06-01T15:29:17+00:00,2026-06-01T15:29:27+00:00
928,1780327757.36846,1780327762.199728,4.83,2026-06-01T15:29:17+00:00,2026-06-01T15:29:22+00:00
933,1780327757.6551082,1780327757.6551082,0.0,2026-06-01T15:29:17+00:00,2026-06-01T15:29:17+00:00
937,1780327757.767523,1780327757.882561,0.12,2026-06-01T15:29:17+00:00,2026-06-01T15:29:17+00:00
939,1780327757.767523,1780327762.9897768,5.22,2026-06-01T15:29:17+00:00,2026-06-01T15:29:22+00:00
935,1780327757.767523,1780327788.244746,30.48,2026-06-01T15:29:17+00:00,2026-06-01T15:29:48+00:00
940,1780327757.882561,1780327798.330556,40.45,2026-06-01T15:29:17+00:00,2026-06-01T15:29:58+00:00
942,1780327757.923198,1780327762.264639,4.34,2026-06-01T15:29:17+00:00,2026-06-01T15:29:22+00:00
943,1780327757.923198,1780327792.692737,34.77,2026-06-01T15:29:17+00:00,2026-06-01T15:29:52+00:00
947,1780327762.4451442,1780327763.070472,0.63,2026-06-01T15:29:22+00:00,2026-06-01T15:29:23+00:00
950,1780327762.515883,1780327762.548775,0.03,2026-06-01T15:29:22+00:00,2026-06-01T15:29:22+00:00
951,1780327762.801755,1780327762.871299,0.07,2026-06-01T15:29:22+00:00,2026-06-01T15:29:22+00:00
956,1780327763.209959,1780327767.2720451,4.06,2026-06-01T15:29:23+00:00,2026-06-01T15:29:27+00:00
957,1780327767.33969,1780327767.668801,0.33,2026-06-01T15:29:27+00:00,2026-06-01T15:29:27+00:00
947,1780327767.33969,1780327778.198943,10.86,2026-06-01T15:29:27+00:00,2026-06-01T15:29:38+00:00
958,1780327767.366241,1780327767.562947,0.2,2026-06-01T15:29:27+00:00,2026-06-01T15:29:27+00:00
959,1780327767.3980281,1780327774.2186198,6.82,2026-06-01T15:29:27+00:00,2026-06-01T15:29:34+00:00
963,1780327767.599094,1780327767.76826,0.17,2026-06-01T15:29:27+00:00,2026-06-01T15:29:27+00:00
965,1780327768.2128901,1780327768.2128901,0.0,2026-06-01T15:29:28+00:00,2026-06-01T15:29:28+00:00
966,1780327768.315815,1780327773.855074,5.54,2026-06-01T15:29:28+00:00,2026-06-01T15:29:33+00:00
967,1780327773.19547,1780327787.80288,14.61,2026-06-01T15:29:33+00:00,2026-06-01T15:29:47+00:00
971,1780327773.5628831,1780327798.76355,25.2,2026-06-01T15:29:33+00:00,2026-06-01T15:29:58+00:00
973,1780327773.663651,1780327788.244746,14.58,2026-06-01T15:29:33+00:00,2026-06-01T15:29:48+00:00
975,1780327773.789136,1780327773.789136,0.0,2026-06-01T15:29:33+00:00,2026-06-01T15:29:33+00:00
976,1780327773.789136,1780327778.172147,4.38,2026-06-01T15:29:33+00:00,2026-06-01T15:29:38+00:00
979,1780327774.2860858,1780327777.424405,3.14,2026-06-01T15:29:34+00:00,2026-06-01T15:29:37+00:00
980,1780327774.317394,1780327777.6933792,3.38,2026-06-01T15:29:34+00:00,2026-06-01T15:29:37+00:00
981,1780327777.380864,1780327777.424405,0.04,2026-06-01T15:29:37+00:00,2026-06-01T15:29:37+00:00
983,1780327777.807909,1780327778.172147,0.36,2026-06-01T15:29:37+00:00,2026-06-01T15:29:38+00:00
985,1780327778.122517,1780327808.6813262,30.56,2026-06-01T15:29:38+00:00,2026-06-01T15:30:08+00:00
987,1780327778.380855,1780327793.38917,15.01,2026-06-01T15:29:38+00:00,2026-06-01T15:29:53+00:00
988,1780327782.5521212,1780327782.755444,0.2,2026-06-01T15:29:42+00:00,2026-06-01T15:29:42+00:00
989,1780327782.655895,1780327782.655895,0.0,2026-06-01T15:29:42+00:00,2026-06-01T15:29:42+00:00
992,1780327782.98717,1780327782.98717,0.0,2026-06-01T15:29:42+00:00,2026-06-01T15:29:42+00:00
991,1780327782.98717,1780327787.292657,4.31,2026-06-01T15:29:42+00:00,2026-06-01T15:29:47+00:00
993,1780327783.119037,1780327828.664643,45.55,2026-06-01T15:29:43+00:00,2026-06-01T15:30:28+00:00
994,1780327783.306263,1780327783.382608,0.08,2026-06-01T15:29:43+00:00,2026-06-01T15:29:43+00:00
995,1780327783.344939,1780327787.767186,4.42,2026-06-01T15:29:43+00:00,2026-06-01T15:29:47+00:00
998,1780327787.236137,1780327787.329361,0.09,2026-06-01T15:29:47+00:00,2026-06-01T15:29:47+00:00
1000,1780327787.396629,1780327792.835078,5.44,2026-06-01T15:29:47+00:00,2026-06-01T15:29:52+00:00
1002,1780327787.462222,1780327798.3718872,10.91,2026-06-01T15:29:47+00:00,2026-06-01T15:29:58+00:00
1006,1780327787.701216,1780327798.293466,10.59,2026-06-01T15:29:47+00:00,2026-06-01T15:29:58+00:00
1008,1780327787.8720288,1780327808.257386,20.39,2026-06-01T15:29:47+00:00,2026-06-01T15:30:08+00:00
1013,1780327788.180328,1780327803.697958,15.52,2026-06-01T15:29:48+00:00,2026-06-01T15:30:03+00:00
1015,1780327788.244746,1780327793.223783,4.98,2026-06-01T15:29:48+00:00,2026-06-01T15:29:53+00:00
1017,1780327792.692737,1780327792.692737,0.0,2026-06-01T15:29:52+00:00,2026-06-01T15:29:52+00:00
1018,1780327792.771277,1780327798.561729,5.79,2026-06-01T15:29:52+00:00,2026-06-01T15:29:58+00:00
1019,1780327792.835078,1780327812.8994381,20.06,2026-06-01T15:29:52+00:00,2026-06-01T15:30:12+00:00
1021,1780327793.093133,1780327798.685674,5.59,2026-06-01T15:29:53+00:00,2026-06-01T15:29:58+00:00
1022,1780327793.223783,1780327839.1767528,45.95,2026-06-01T15:29:53+00:00,2026-06-01T15:30:39+00:00
1024,1780327797.669523,1780327797.703968,0.03,2026-06-01T15:29:57+00:00,2026-06-01T15:29:57+00:00
1026,1780327797.8948321,1780327813.683093,15.79,2026-06-01T15:29:57+00:00,2026-06-01T15:30:13+00:00
1028,1780327798.028948,1780327824.1855612,26.16,2026-06-01T15:29:58+00:00,2026-06-01T15:30:24+00:00
1032,1780327798.411496,1780327803.200298,4.79,2026-06-01T15:29:58+00:00,2026-06-01T15:30:03+00:00
1034,1780327798.5249522,1780327812.862253,14.34,2026-06-01T15:29:58+00:00,2026-06-01T15:30:12+00:00
1038,1780327802.7559628,1780327802.869824,0.11,2026-06-01T15:30:02+00:00,2026-06-01T15:30:02+00:00
1043,1780327803.066062,1780327803.066062,0.0,2026-06-01T15:30:03+00:00,2026-06-01T15:30:03+00:00
1044,1780327803.461317,1780327812.9697652,9.51,2026-06-01T15:30:03+00:00,2026-06-01T15:30:12+00:00
1045,1780327803.529315,1780327803.597696,0.07,2026-06-01T15:30:03+00:00,2026-06-01T15:30:03+00:00
1047,1780327803.631944,1780327813.576262,9.94,2026-06-01T15:30:03+00:00,2026-06-01T15:30:13+00:00
1050,1780327803.697958,1780327803.841859,0.14,2026-06-01T15:30:03+00:00,2026-06-01T15:30:03+00:00
1049,1780327803.697958,1780327813.7425768,10.04,2026-06-01T15:30:03+00:00,2026-06-01T15:30:13+00:00
1051,1780327808.146297,1780327808.6539252,0.51,2026-06-01T15:30:08+00:00,2026-06-01T15:30:08+00:00
1052,1780327808.146297,1780327823.9342232,15.79,2026-06-01T15:30:08+00:00,2026-06-01T15:30:23+00:00
1053,1780327808.202632,1780327833.551023,25.35,2026-06-01T15:30:08+00:00,2026-06-01T15:30:33+00:00
1054,1780327808.229886,1780327823.585122,15.36,2026-06-01T15:30:08+00:00,2026-06-01T15:30:23+00:00
1055,1780327808.362973,1780327838.86319,30.5,2026-06-01T15:30:08+00:00,2026-06-01T15:30:38+00:00
1061,1780327813.044966,1780327818.414143,5.37,2026-06-01T15:30:13+00:00,2026-06-01T15:30:18+00:00
1063,1780327813.447053,1780327833.352306,19.91,2026-06-01T15:30:13+00:00,2026-06-01T15:30:33+00:00
1066,1780327813.683093,1780327833.4348412,19.75,2026-06-01T15:30:13+00:00,2026-06-01T15:30:33+00:00
1067,1780327813.712363,1780327823.9342232,10.22,2026-06-01T15:30:13+00:00,2026-06-01T15:30:23+00:00
1068,1780327818.1236322,1780327818.447662,0.32,2026-06-01T15:30:18+00:00,2026-06-01T15:30:18+00:00
1047,1780327818.515456,1780327833.2681868,14.75,2026-06-01T15:30:18+00:00,2026-06-01T15:30:33+00:00
1070,1780327819.231055,1780327823.263177,4.03,2026-06-01T15:30:19+00:00,2026-06-01T15:30:23+00:00
1071,1780327819.259615,1780327819.259615,0.0,2026-06-01T15:30:19+00:00,2026-06-01T15:30:19+00:00
1077,1780327823.6523929,1780327829.295531,5.64,2026-06-01T15:30:23+00:00,2026-06-01T15:30:29+00:00
1078,1780327823.6523929,1780327829.122489,5.47,2026-06-01T15:30:23+00:00,2026-06-01T15:30:29+00:00
1079,1780327823.723398,1780327828.831529,5.11,2026-06-01T15:30:23+00:00,2026-06-01T15:30:28+00:00
1081,1780327823.829372,1780327839.1767528,15.35,2026-06-01T15:30:23+00:00,2026-06-01T15:30:39+00:00
1085,1780327823.9342232,1780327832.96506,9.03,2026-06-01T15:30:23+00:00,2026-06-01T15:30:32+00:00
1086,1780327824.0042272,1780327829.3506508,5.35,2026-06-01T15:30:24+00:00,2026-06-01T15:30:29+00:00
1088,1780327824.079817,1780327829.3506508,5.27,2026-06-01T15:30:24+00:00,2026-06-01T15:30:29+00:00
1091,1780327824.284374,1780327833.352306,9.07,2026-06-01T15:30:24+00:00,2026-06-01T15:30:33+00:00
1096,1780327828.6302059,1780327828.6302059,0.0,2026-06-01T15:30:28+00:00,2026-06-01T15:30:28+00:00
1097,1780327828.6302059,1780327828.6302059,0.0,2026-06-01T15:30:28+00:00,2026-06-01T15:30:28+00:00
1028,1780327828.698524,1780327828.807362,0.11,2026-06-01T15:30:28+00:00,2026-06-01T15:30:28+00:00
1104,1780327828.7818391,1780327844.25103,15.47,2026-06-01T15:30:28+00:00,2026-06-01T15:30:44+00:00
1106,1780327828.807362,1780327833.595236,4.79,2026-06-01T15:30:28+00:00,2026-06-01T15:30:33+00:00
1107,1780327828.807362,1780327843.982465,15.18,2026-06-01T15:30:28+00:00,2026-06-01T15:30:43+00:00
1110,1780327828.8839622,1780327833.798083,4.91,2026-06-01T15:30:28+00:00,2026-06-01T15:30:33+00:00
1111,1780327828.911531,1780327843.621571,14.71,2026-06-01T15:30:28+00:00,2026-06-01T15:30:43+00:00
1115,1780327833.309886,1780327844.583067,11.27,2026-06-01T15:30:33+00:00,2026-06-01T15:30:44+00:00
1116,1780327833.309886,1780327844.4480278,11.14,2026-06-01T15:30:33+00:00,2026-06-01T15:30:44+00:00
1117,1780327833.393992,1780327838.9325671,5.54,2026-06-01T15:30:33+00:00,2026-06-01T15:30:38+00:00
1077,1780327833.473194,1780327848.712415,15.24,2026-06-01T15:30:33+00:00,2026-06-01T15:30:48+00:00
1124,1780327833.595236,1780327838.794658,5.2,2026-06-01T15:30:33+00:00,2026-06-01T15:30:38+00:00
1078,1780327833.717321,1780327849.178484,15.46,2026-06-01T15:30:33+00:00,2026-06-01T15:30:49+00:00
1128,1780327833.798083,1780327839.072316,5.27,2026-06-01T15:30:33+00:00,2026-06-01T15:30:39+00:00
1130,1780327833.798083,1780327849.214178,15.42,2026-06-01T15:30:33+00:00,2026-06-01T15:30:49+00:00
1131,1780327833.842247,1780327853.719096,19.88,2026-06-01T15:30:33+00:00,2026-06-01T15:30:53+00:00
1133,1780327833.966468,1780327849.178484,15.21,2026-06-01T15:30:33+00:00,2026-06-01T15:30:49+00:00
1135,1780327838.71857,1780327854.491178,15.77,2026-06-01T15:30:38+00:00,2026-06-01T15:30:54+00:00
1145,1780327839.253004,1780327839.497328,0.24,2026-06-01T15:30:39+00:00,2026-06-01T15:30:39+00:00
1147,1780327839.337419,1780327839.6222012,0.28,2026-06-01T15:30:39+00:00,2026-06-01T15:30:39+00:00
1148,1780327839.744972,1780327839.744972,0.0,2026-06-01T15:30:39+00:00,2026-06-01T15:30:39+00:00
1152,1780327843.710451,1780327844.476542,0.77,2026-06-01T15:30:43+00:00,2026-06-01T15:30:44+00:00
1148,1780327843.710451,1780327843.710451,0.0,2026-06-01T15:30:43+00:00,2026-06-01T15:30:43+00:00
1153,1780327843.791374,1780327848.6776729,4.89,2026-06-01T15:30:43+00:00,2026-06-01T15:30:48+00:00
1154,1780327843.791374,1780327859.1710851,15.38,2026-06-01T15:30:43+00:00,2026-06-01T15:30:59+00:00
1156,1780327843.926626,1780327844.1723251,0.25,2026-06-01T15:30:43+00:00,2026-06-01T15:30:44+00:00
1157,1780327844.036976,1780327844.476542,0.44,2026-06-01T15:30:44+00:00,2026-06-01T15:30:44+00:00
1158,1780327844.088979,1780327874.2789278,30.19,2026-06-01T15:30:44+00:00,2026-06-01T15:31:14+00:00
1159,1780327844.143596,1780327864.185503,20.04,2026-06-01T15:30:44+00:00,2026-06-01T15:31:04+00:00
1160,1780327844.3946,1780327844.5045278,0.11,2026-06-01T15:30:44+00:00,2026-06-01T15:30:44+00:00
1157,1780327848.7525592,1780327848.7525592,0.0,2026-06-01T15:30:48+00:00,2026-06-01T15:30:48+00:00
1156,1780327848.7525592,1780327859.339083,10.59,2026-06-01T15:30:48+00:00,2026-06-01T15:30:59+00:00
1163,1780327848.788755,1780327849.108577,0.32,2026-06-01T15:30:48+00:00,2026-06-01T15:30:49+00:00
1164,1780327848.788755,1780327848.82956,0.04,2026-06-01T15:30:48+00:00,2026-06-01T15:30:48+00:00
1168,1780327849.0403872,1780327849.108577,0.07,2026-06-01T15:30:49+00:00,2026-06-01T15:30:49+00:00
1169,1780327849.0403872,1780327869.0781891,20.04,2026-06-01T15:30:49+00:00,2026-06-01T15:31:09+00:00
1170,1780327849.141568,1780327853.787976,4.65,2026-06-01T15:30:49+00:00,2026-06-01T15:30:53+00:00
1152,1780327849.178484,1780327849.178484,0.0,2026-06-01T15:30:49+00:00,2026-06-01T15:30:49+00:00
1172,1780327849.214178,1780327869.933265,20.72,2026-06-01T15:30:49+00:00,2026-06-01T15:31:09+00:00
1176,1780327849.5856671,1780327853.608762,4.02,2026-06-01T15:30:49+00:00,2026-06-01T15:30:53+00:00
1152,1780327853.68567,1780327854.625993,0.94,2026-06-01T15:30:53+00:00,2026-06-01T15:30:54+00:00
1157,1780327853.859971,1780327854.2137249,0.35,2026-06-01T15:30:53+00:00,2026-06-01T15:30:54+00:00
1178,1780327853.8961039,1780327874.5131981,20.62,2026-06-01T15:30:53+00:00,2026-06-01T15:31:14+00:00
1179,1780327853.970444,1780327885.157727,31.19,2026-06-01T15:30:53+00:00,2026-06-01T15:31:25+00:00
1181,1780327854.28568,1780327864.660635,10.37,2026-06-01T15:30:54+00:00,2026-06-01T15:31:04+00:00
1182,1780327854.458852,1780327854.458852,0.0,2026-06-01T15:30:54+00:00,2026-06-01T15:30:54+00:00
1187,1780327854.664416,1780327864.2566621,9.59,2026-06-01T15:30:54+00:00,2026-06-01T15:31:04+00:00
1190,1780327858.83264,1780327858.870858,0.04,2026-06-01T15:30:58+00:00,2026-06-01T15:30:58+00:00
1191,1780327858.870858,1780327869.895854,11.02,2026-06-01T15:30:58+00:00,2026-06-01T15:31:09+00:00
1193,1780327859.1308842,1780327864.008628,4.88,2026-06-01T15:30:59+00:00,2026-06-01T15:31:04+00:00
1195,1780327863.858946,1780327864.806643,0.95,2026-06-01T15:31:03+00:00,2026-06-01T15:31:04+00:00
1197,1780327864.222952,1780327894.54917,30.33,2026-06-01T15:31:04+00:00,2026-06-01T15:31:34+00:00
1201,1780327864.540886,1780327864.849016,0.31,2026-06-01T15:31:04+00:00,2026-06-01T15:31:04+00:00
1200,1780327864.540886,1780327869.8183522,5.28,2026-06-01T15:31:04+00:00,2026-06-01T15:31:09+00:00
1154,1780327864.619552,1780327874.42113,9.8,2026-06-01T15:31:04+00:00,2026-06-01T15:31:14+00:00
1202,1780327864.660635,1780327889.731668,25.07,2026-06-01T15:31:04+00:00,2026-06-01T15:31:29+00:00
1201,1780327868.9280078,1780327875.010599,6.08,2026-06-01T15:31:08+00:00,2026-06-01T15:31:15+00:00
1195,1780327868.964127,1780327870.0045881,1.04,2026-06-01T15:31:08+00:00,2026-06-01T15:31:10+00:00
1207,1780327868.964127,1780327873.9684522,5.0,2026-06-01T15:31:08+00:00,2026-06-01T15:31:13+00:00
1211,1780327869.1880581,1780327869.5573592,0.37,2026-06-01T15:31:09+00:00,2026-06-01T15:31:09+00:00
1215,1780327869.338157,1780327874.337878,5.0,2026-06-01T15:31:09+00:00,2026-06-01T15:31:14+00:00
1217,1780327869.674197,1780327869.895854,0.22,2026-06-01T15:31:09+00:00,2026-06-01T15:31:09+00:00
1218,1780327869.707517,1780327874.246607,4.54,2026-06-01T15:31:09+00:00,2026-06-01T15:31:14+00:00
1211,1780327874.00802,1780327874.948871,0.94,2026-06-01T15:31:14+00:00,2026-06-01T15:31:14+00:00
1200,1780327874.00802,1780327874.895215,0.89,2026-06-01T15:31:14+00:00,2026-06-01T15:31:14+00:00
1217,1780327874.00802,1780327874.00802,0.0,2026-06-01T15:31:14+00:00,2026-06-01T15:31:14+00:00
1220,1780327874.068028,1780327874.450103,0.38,2026-06-01T15:31:14+00:00,2026-06-01T15:31:14+00:00
1225,1780327874.390539,1780327874.558667,0.17,2026-06-01T15:31:14+00:00,2026-06-01T15:31:14+00:00
1228,1780327874.7416909,1780327885.240541,10.5,2026-06-01T15:31:14+00:00,2026-06-01T15:31:25+00:00
1232,1780327879.111169,1780327879.462511,0.35,2026-06-01T15:31:19+00:00,2026-06-01T15:31:19+00:00
1233,1780327879.230826,1780327879.462511,0.23,2026-06-01T15:31:19+00:00,2026-06-01T15:31:19+00:00
1201,1780327879.375696,1780327884.483636,5.11,2026-06-01T15:31:19+00:00,2026-06-01T15:31:24+00:00
1238,1780327879.603436,1780327889.815413,10.21,2026-06-01T15:31:19+00:00,2026-06-01T15:31:29+00:00
1240,1780327879.828097,1780327884.292106,4.46,2026-06-01T15:31:19+00:00,2026-06-01T15:31:24+00:00
1241,1780327884.337703,1780327909.624783,25.29,2026-06-01T15:31:24+00:00,2026-06-01T15:31:49+00:00
1242,1780327884.4165308,1780327899.919241,15.5,2026-06-01T15:31:24+00:00,2026-06-01T15:31:39+00:00
1243,1780327884.7205539,1780327885.123477,0.4,2026-06-01T15:31:24+00:00,2026-06-01T15:31:25+00:00
1247,1780327884.980088,1780327889.358148,4.38,2026-06-01T15:31:24+00:00,2026-06-01T15:31:29+00:00
1248,1780327885.054601,1780327885.054601,0.0,2026-06-01T15:31:25+00:00,2026-06-01T15:31:25+00:00
1249,1780327885.054601,1780327885.157727,0.1,2026-06-01T15:31:25+00:00,2026-06-01T15:31:25+00:00
1250,1780327885.326596,1780327885.326596,0.0,2026-06-01T15:31:25+00:00,2026-06-01T15:31:25+00:00
1251,1780327885.326596,1780327885.326596,0.0,2026-06-01T15:31:25+00:00,2026-06-01T15:31:25+00:00
1254,1780327889.4740312,1780327895.4569972,5.98,2026-06-01T15:31:29+00:00,2026-06-01T15:31:35+00:00
1255,1780327889.4740312,1780327905.663327,16.19,2026-06-01T15:31:29+00:00,2026-06-01T15:31:45+00:00
1256,1780327889.568981,1780327925.138655,35.57,2026-06-01T15:31:29+00:00,2026-06-01T15:32:05+00:00
1250,1780327889.60977,1780327889.77707,0.17,2026-06-01T15:31:29+00:00,2026-06-01T15:31:29+00:00
1243,1780327889.898762,1780327900.191284,10.29,2026-06-01T15:31:29+00:00,2026-06-01T15:31:40+00:00
1179,1780327890.017269,1780327890.017269,0.0,2026-06-01T15:31:30+00:00,2026-06-01T15:31:30+00:00
1257,1780327890.059625,1780327890.444818,0.39,2026-06-01T15:31:30+00:00,2026-06-01T15:31:30+00:00
1259,1780327890.292104,1780327890.41017,0.12,2026-06-01T15:31:30+00:00,2026-06-01T15:31:30+00:00
1260,1780327890.370972,1780327890.41017,0.04,2026-06-01T15:31:30+00:00,2026-06-01T15:31:30+00:00
1261,1780327890.444818,1780327894.510808,4.07,2026-06-01T15:31:30+00:00,2026-06-01T15:31:34+00:00
1257,1780327894.4731772,1780327905.6189299,11.15,2026-06-01T15:31:34+00:00,2026-06-01T15:31:45+00:00
1262,1780327894.54917,1780327895.5087628,0.96,2026-06-01T15:31:34+00:00,2026-06-01T15:31:35+00:00
1260,1780327894.54917,1780327894.6753652,0.13,2026-06-01T15:31:34+00:00,2026-06-01T15:31:34+00:00
1263,1780327894.716918,1780327894.9181619,0.2,2026-06-01T15:31:34+00:00,2026-06-01T15:31:34+00:00
1265,1780327895.0329359,1780327900.35879,5.33,2026-06-01T15:31:35+00:00,2026-06-01T15:31:40+00:00
1250,1780327895.0329359,1780327910.3661718,15.33,2026-06-01T15:31:35+00:00,2026-06-01T15:31:50+00:00
1266,1780327895.2943091,1780327904.955188,9.66,2026-06-01T15:31:35+00:00,2026-06-01T15:31:44+00:00
1267,1780327895.343728,1780327899.570397,4.23,2026-06-01T15:31:35+00:00,2026-06-01T15:31:39+00:00
1268,1780327895.556083,1780327915.820699,20.26,2026-06-01T15:31:35+00:00,2026-06-01T15:31:55+00:00
1269,1780327895.605611,1780327915.73337,20.13,2026-06-01T15:31:35+00:00,2026-06-01T15:31:55+00:00
1254,1780327899.5306501,1780327905.400667,5.87,2026-06-01T15:31:39+00:00,2026-06-01T15:31:45+00:00
1260,1780327899.7744699,1780327900.275091,0.5,2026-06-01T15:31:39+00:00,2026-06-01T15:31:40+00:00
1270,1780327899.919241,1780327900.110618,0.19,2026-06-01T15:31:39+00:00,2026-06-01T15:31:40+00:00
1271,1780327899.9678552,1780327900.232378,0.26,2026-06-01T15:31:39+00:00,2026-06-01T15:31:40+00:00
1276,1780327900.191284,1780327905.400667,5.21,2026-06-01T15:31:40+00:00,2026-06-01T15:31:45+00:00
1277,1780327900.316659,1780327900.48819,0.17,2026-06-01T15:31:40+00:00,2026-06-01T15:31:40+00:00
1277,1780327904.677283,1780327905.067093,0.39,2026-06-01T15:31:44+00:00,2026-06-01T15:31:45+00:00
1265,1780327904.706699,1780327905.663327,0.96,2026-06-01T15:31:44+00:00,2026-06-01T15:31:45+00:00
1267,1780327904.920396,1780327904.955188,0.03,2026-06-01T15:31:44+00:00,2026-06-01T15:31:44+00:00
1278,1780327904.955188,1780327905.151393,0.2,2026-06-01T15:31:44+00:00,2026-06-01T15:31:45+00:00
1282,1780327905.067093,1780327905.067093,0.0,2026-06-01T15:31:45+00:00,2026-06-01T15:31:45+00:00
1281,1780327905.067093,1780327910.720663,5.65,2026-06-01T15:31:45+00:00,2026-06-01T15:31:50+00:00
1280,1780327905.067093,1780327915.8755388,10.81,2026-06-01T15:31:45+00:00,2026-06-01T15:31:55+00:00
1285,1780327905.452245,1780327914.874031,9.42,2026-06-01T15:31:45+00:00,2026-06-01T15:31:54+00:00
1286,1780327905.663327,1780327910.054595,4.39,2026-06-01T15:31:45+00:00,2026-06-01T15:31:50+00:00
1290,1780327905.753314,1780327909.8484428,4.1,2026-06-01T15:31:45+00:00,2026-06-01T15:31:49+00:00
1289,1780327905.753314,1780327920.3733618,14.62,2026-06-01T15:31:45+00:00,2026-06-01T15:32:00+00:00
1265,1780327909.681872,1780327909.9339619,0.25,2026-06-01T15:31:49+00:00,2026-06-01T15:31:49+00:00
1295,1780327909.995971,1780327940.256584,30.26,2026-06-01T15:31:49+00:00,2026-06-01T15:32:20+00:00
1266,1780327910.0817401,1780327915.820699,5.74,2026-06-01T15:31:50+00:00,2026-06-01T15:31:55+00:00
1298,1780327910.4027572,1780327910.612292,0.21,2026-06-01T15:31:50+00:00,2026-06-01T15:31:50+00:00
1300,1780327914.756962,1780327940.327193,25.57,2026-06-01T15:31:54+00:00,2026-06-01T15:32:20+00:00
1265,1780327914.836388,1780327915.34444,0.51,2026-06-01T15:31:54+00:00,2026-06-01T15:31:55+00:00
1302,1780327914.836388,1780327920.807679,5.97,2026-06-01T15:31:54+00:00,2026-06-01T15:32:00+00:00
1304,1780327914.874031,1780327915.8755388,1.0,2026-06-01T15:31:54+00:00,2026-06-01T15:31:55+00:00
1306,1780327914.922336,1780327915.002509,0.08,2026-06-01T15:31:54+00:00,2026-06-01T15:31:55+00:00
1298,1780327914.922336,1780327925.25738,10.34,2026-06-01T15:31:54+00:00,2026-06-01T15:32:05+00:00
1309,1780327914.9670038,1780327926.0605981,11.09,2026-06-01T15:31:54+00:00,2026-06-01T15:32:06+00:00
1310,1780327915.002509,1780327931.2305129,16.23,2026-06-01T15:31:55+00:00,2026-06-01T15:32:11+00:00
1312,1780327915.080234,1780327930.655377,15.58,2026-06-01T15:31:55+00:00,2026-06-01T15:32:10+00:00
1316,1780327915.73337,1780327926.0605981,10.33,2026-06-01T15:31:55+00:00,2026-06-01T15:32:06+00:00
1268,1780327920.0273302,1780327925.475874,5.45,2026-06-01T15:32:00+00:00,2026-06-01T15:32:05+00:00
1280,1780327920.0273302,1780327925.138655,5.11,2026-06-01T15:32:00+00:00,2026-06-01T15:32:05+00:00
