ts,epoch,person_count,person_count_max,active_tracks,visitors_total,avg_dwell,group_count,solo_count,avg_group_size,brightness,light_state,motion_level,vibe_index
2026-06-01T15:52:41+00:00,1780329161.575,9.12,11,16,452,5.66,1.88,3.28,3.48,0.352,overcast,0.0252,46.6
2026-06-01T15:52:46+00:00,1780329166.616,9.52,12,16,458,5.66,1.36,3.27,5.04,0.352,overcast,0.0221,45.6
2026-06-01T15:52:51+00:00,1780329171.772,8.23,10,14,460,5.7,1.87,2.55,3.44,0.354,overcast,0.0243,45.5
2026-06-01T15:52:56+00:00,1780329176.935,8.28,10,10,461,5.69,2.19,1.88,2.99,0.353,overcast,0.025,47.6
2026-06-01T15:53:02+00:00,1780329182.004,8.71,11,15,467,5.76,1.09,2.34,6.14,0.353,overcast,0.0244,47.4
2026-06-01T15:53:07+00:00,1780329187.035,7.13,9,13,470,5.75,1.23,1.9,4.53,0.354,overcast,0.0243,44.5
2026-06-01T15:53:12+00:00,1780329192.23,7.67,9,13,474,5.74,1.53,3.03,3.17,0.351,overcast,0.0244,42.7
2026-06-01T15:53:17+00:00,1780329197.372,8.9,12,17,482,6.04,2.29,1.94,3.24,0.354,overcast,0.0358,56.5
2026-06-01T15:53:22+00:00,1780329202.492,10.32,12,18,488,6.0,2.26,1.84,4.03,0.355,overcast,0.0387,62.0
2026-06-01T15:53:27+00:00,1780329207.52,9.41,11,14,490,5.98,2.31,1,3.72,0.355,overcast,0.0319,57.1
2026-06-01T15:53:32+00:00,1780329212.627,8.76,12,15,496,6.0,1.55,2.14,4.39,0.351,overcast,0.0276,49.8
2026-06-01T15:53:37+00:00,1780329217.74,8.17,10,13,500,5.96,1.43,2.2,4.62,0.355,overcast,0.0309,50.9
